Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
6UC8SITY,bookSection,2022,"Cornelissen, Louis",L’évolution de la surqualification des diplômés universitaires au Québec,Les diplômés universitaires,978-2-7637-5586-1,,,http://www.jstor.org/stable/j.ctv2j6xfp6.10,"La surqualification est définie comme la situation dans laquelle se trouve un travailleur dont le niveau de scolarité dépasse celui qui est habituellement requis pour le poste qu’il occupe. Il s’agit d’une facette de plus en plus importante du monde du travail contemporain, qui fait l’objet d’un nombre croissant de travaux en sciences sociales. En tant que forme de sous-emploi, la surqualification permet de soulever des enjeux liés à l’insertion professionnelle des diplômés, à la rentabilité des diplômes, au sous-emploi en général, ou encore à la reconnaissance des qualifications des immigrants. Elle révèle ce qui peut être interprété comme des",2022,2023-05-10 19:23:57,2023-05-10 19:39:42,2023-05-10,129-158,,,,,,,Perspectives socioéconomiques,,,,Les Presses de l’Université Laval,Laval,,,,JSTOR,,,,DOI: 10.2307/j.ctv2j6xfp6.10,,,,,,"Vultur, Mircea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QFCMP325,bookSection,2022,"Vultur, Mircea; Kamanzi, Pierre-Canisius; Grégoire, Audrey-Anne",Insertion professionnelle et surqualification des diplômés du postsecondaire,Les diplômés universitaires,978-2-7637-5586-1,,,http://www.jstor.org/stable/j.ctv2j6xfp6.12,"L’objectif de ce chapitre est d’analyser dans une perspective comparative les indicateurs d’insertion professionnelle (emploi et chômage) et la surqualification des diplômés du postsecondaire au Québec, en Ontario et dans l’ensemble du Canada afin de dégager un portrait descriptif de la situation. Dans un premier temps, nous examinons la dynamique de l’emploi et du chômage des diplômés selon le niveau et le domaine d’études en comparant les provinces du Québec et de l’Ontario à l’ensemble du Canada. Dans un deuxième temps, nous présentons une « polygraphie » de la surqualification en utilisant la méthode de mesure subjective du phénomène¹ (WA",2022,2023-05-10 19:36:59,2023-05-10 19:39:35,2023-05-10,189-212,,,,,,,Perspectives socioéconomiques,,,,Les Presses de l’Université Laval,Laval,,,,JSTOR,,,,DOI: 10.2307/j.ctv2j6xfp6.12,,,,,,"Vultur, Mircea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T38ETGAU,bookSection,2022,"Vultur, Mircea; Lizotte, Mathieu",La pénalité patrimoniale de la surqualification,Les diplômés universitaires,978-2-7637-5586-1,,,http://www.jstor.org/stable/j.ctv2j6xfp6.13,"La surqualification, définie comme la situation qui caractérise un individu dont le niveau de formation dépasse celui normalement requis pour l’emploi occupé, apparaît aujourd’hui à la fois comme une question sociale importante et un champ de recherche insuffisamment exploré sous plusieurs de ses aspects. Au Canada, les études sur la surqualification se sont développées, notamment à partir des années 2000 et l’on assiste actuellement à un regain d’intérêt pour ce thème. Plusieurs travaux statistiques ont ainsi mis en évidence l’étendue et l’évolution du phénomène dans le temps et ont analysé son impact sur les populations les plus touchées, principalement sur",2022,2023-05-10 19:37:26,2023-05-10 19:39:30,2023-05-10,213-242,,,,,,,Perspectives socioéconomiques,,,,Les Presses de l’Université Laval,Laval,,,,JSTOR,,,,DOI: 10.2307/j.ctv2j6xfp6.13,,,,,,"Vultur, Mircea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQAW8EQK,bookSection,2022,"Dardir, Mohamed; Berardi, Umberto; Wilson, Jeffrey",Impact of Increased Urban Albedo on Heat-Related Health: The Case Study of the Greater Toronto Area,Urban Overheating: Heat Mitigation and the Impact on Health,978-981-19470-7-0,,,https://doi.org/10.1007/978-981-19-4707-0_10,"Applying urban heat island mitigation techniques requires a holistic understanding of their influences on the urban environment and community health. A novel approach is presented in this chapter by integrating microclimate simulations and correlation analyzes to define the impact of increasing the albedo of urban surfaces on urban health and thermal comfort. The application included enhancing the albedo of urban surfaces including roads, roofs, and building walls for a selected urban microclimate in the Greater Toronto Area. The study aimed to correlate the environmental and health responses by monitoring the historical meteorological and mortality and hospitalization data in the study region and to predict the outdoor thermal comfort due to changing albedo values. The results recommended wise implementation with careful considerations of albedo enhancements regarding urban thermal comfort. The hourly investigation proved the enhanced thermal comfort during specific periods of the day. The reported enhancements in outdoor thermal comfort led to an expected improvement in the instant health responses of the urban inhabitants.",2022,2023-05-10 19:38:33,2023-05-10 19:38:33,2023-05-10 19:38:33,197-215,,,,,,Impact of Increased Urban Albedo on Heat-Related Health,Advances in Sustainability Science and Technology,,,,Springer Nature,Singapore,en,,,,,Springer Link,,DOI: 10.1007/978-981-19-4707-0_10,,C:\Users\Grant\Zotero\storage\RTCPT9NM\Dardir et al. - 2022 - Impact of Increased Urban Albedo on Heat-Related H.pdf,,,Mortality; Albedo; Correlation analysis; Emergency visits; Heatwave; Microclimate simulations; Urban climate; Urban health; Urban heat island,"Aghamohammadi, Nasrin; Santamouris, Mat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VWE9T44,book,2022,,Les diplômés universitaires,,978-2-7637-5586-1,,,http://www.jstor.org/stable/j.ctv2j6xfp6,"Les diplômés universitaires constituent une main-d’œuvre hautement qualifiée qui est à la source d’emplois de qualité et au cœur de la création de nouvelles connaissances et de l’innovation économique. Toutefois, on observe que la formation universitaire, dont l’accessibilité comporte toujours des limites selon l’origine sociale, se traduit de plus en plus par des difficultés d’insertion sur le marché du travail. Ce livre soulève des questions de fond, souvent esquivées, quant à cette importante catégorie de main-d’œuvre : quelles sont les formes actuelles d’inégalité d’accès aux diplômes universitaires? Quelle est la rentabilité des études? Quelles sont les formes de discrimination à l’embauche dont sont victimes les diplômés universitaires issus de l’immigration? Sommes-nous en présence d’un phénomène de surqualification persistante illustré par une capacité déficiente d’absorption des diplômés universitaires par le système productif? Les spécialistes du domaine présentent dans ce livre leurs analyses qui permettent d’éclairer certaines idées reçues et de fournir une base d’information scientifique pour le débat et l’action publique.Ont contribué au présent ouvrage : Marcelline Bangali, Sylvain Bourdon, Brahim Boudarbat, Louis Cornelissen, Pierre Doray, Audrey-Anne Grégoire, Pierre-Canisius Kamanzi, Marie-Pierre Lapointe-Garant, Mathieu Lizotte, Brigitte Milord, Claude Montmarquette†, Stéphane Moulin, François Vaillancourt, Mircea Vultur.",2022,2023-05-10 19:35:48,2023-05-10 19:35:48,2023-05-10,,,,,,,,,,,,Les Presses de l’Université Laval,,,,,JSTOR,,,,DOI: 10.2307/j.ctv2j6xfp6,,,,,,,"Vultur, Mircea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF5UDQ9T,preprint,2022,"Ferrer, Ana; Mascella, Allison",Immigrant Gaps in Parental Time Investments into Children’s Human Capital Activities,,,,,https://clef.uwaterloo.ca/wp-content/uploads/2022/11/Immigrant-time-use-WP.pdf,"Current and future well-being and economic prosperity of children depend in large part on the nuances of decisions made by parents with respect to familial resources, an important part of which regard the time spent in the company of children. We estimate differences in the time that immigrant and Canadian-born parents allocate to child-care activities relative to other activities using the time diaries from the General Social Survey. We find that mothers born abroad spend more time at work and less time in leisure but there is no significant difference in time devoted to household production or child service between them and Canadian-born mothers. Despite not finding differences by immigration status in the total care-time parents provide for their children, we do find significant differences - by immigrant status - in time specifically devoted to human capital investment activities with children: African, Asian, European and South-Central American mothers spend up to 30 more minutes daily in these activities than the Canadian born. We further assess the patterns of time use of second-generation young adults and find that they spend more time on education and homework compared to third generation or higher young adults. This supports a plausible effect of the time invested in children’s human capital generating activities by immigrant parents on their Canadian-born children.",2022,2023-05-16 17:56:53,2023-05-16 17:59:36,,,,,,,,,Working Paper Series,,,,Canadian Labour Economics Forum,Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLEF WP 48,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGSJYK66,preprint,2022,"Staubli, Stefan; Zhao, Qiongda",The Long-Run and Distributional Impacts of Public Pensions,,,,,,"Raising the early eligibility age (EEA) for old-age pensions is a popular policy to reduce financial pressure on pension systems. A mature literature has investigated the short-run impact of the EEA on labor supply, but knowing the EEA’s long-run impact on economic well-being and poverty is essential for welfare. This paper addresses this gap by studying two Canadian pension reforms that reduced the EEA from age 65 to 60. The reforms took place in the 1980s, enabling us to follow affected individuals over their entire retirement period. Using comprehensive tax records and a variety of research designs, we obtain three findings. First, a one-year reduction in the EEA lowers the pension claiming age by 0.25 years but does not affect the labor market exit age. Second, early claiming increases pension and total income between age 60 and 64, but pension and income losses after age 65 overshadow these gains. Third, lowering the EEA has significant distributional consequences: the losses in pension and total income are concentrated among richer retirees. In contrast, low-income retirees experience an improvement in later-life economic well-being. Overall, the EEA reduction in the 1980s is associated with a significant decline in poverty rates in Canada.",2022-08,2023-05-16 16:03:49,2023-05-16 16:04:42,,,,,,,,,,,,,,Calgary,en,,Working Paper,,,Zotero,,,,C:\Users\Grant\Zotero\storage\74D3BV3Y\Staubli and Zhao - The Long-Run and Distributional Impacts of Public .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXBNMZZ5,preprint,,"Chen, Yu; Tombe, Trevor",The Aggregate Productivity Effect of Labour and Capital Market Distortions in Canada,,,,,https://www.trevortombe.com/publication/canada_misallocation/,"How eﬃciently are workers, investment capital, and production distributed across ﬁrms in Canada? And how have they varied over time, across regions, and between sectors? To answer these questions, we present novel measures of the degree of resource misallocation over time and space using uniquely detailed ﬁrm-level data (T2-LEAP) between 2001 and 2015. We ﬁnd the dispersion of marginal returns to both capital and labour across ﬁrms have increased signiﬁcantly during this period, suggesting allocative eﬃciency is deteriorating. Using a rich but tractable multi-sector model of heterogeneous ﬁrms, we ﬁnd this rising misallocation accounts for over three-quarters of the increased productivity gap between Canada and the United States over this period. Speciﬁcally, our estimates suggest that increasing misallocation of labour and capital may lower aggregate productivity by 8.5 percent – equivalent to a real income decline of $200 billion per year.",,2023-05-16 16:01:07,2023-05-16 16:02:22,,,,,,,,,,,,,,Calgary,en,,Working Paper,,,Zotero,,,,C:\Users\Grant\Zotero\storage\AH8XXC2H\Chen and Tombe - Misallocation in Canada.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QBKK2FUS,preprint,2022,"Notten, Geranda; Tuz Zohora, Fatima; Plante, Charles; Laforest, Rachel",Two decades of poverty reduction politics in Canada: Better for single parent families and single working age adults?,,,,,http://ruor.uottawa.ca/handle/10393/43745,"Over the past two decades, poverty reduction entered and often stayed on the political agenda of Canada’s jurisdictions, generating a trail of government reports documenting many actions and spanning multiple election cycles. This paper investigates whether this social inclusion-oriented policy environment improved the position of single parent families and single working age adults, two groups at particularly high risk of experiencing poverty. They are also more likely to face multiple barriers making it harder for them to avoid or escape poverty. Using microdata from the Canadian Income Survey (CIS) and its predecessor (1999-2017), we analyze poverty changes in a relative sense (compared to the typical Canadian) and an absolute sense (purchasing power). Our model controls for changes in demographic and regional characteristics and uses households consisting of multiple working age adults as a reference. Against the backdrop of substantive declines in absolute poverty with little change in relative poverty levels for Canada as a whole, we find that the poverty disadvantage declined for both groups. However, although improvements for single parent families have been strong and widespread, improvements for single adults of working age have been smaller and were more concentrated in provinces experiencing stronger economic growth. These results support the claim that governments prioritize the inclusion of families with dependent children while the inclusion of single working age adults is largely left to the fortunes of the economy. Notwithstanding the progress documented here, poverty rates of these high poverty risk groups remain far above Canada’s average and single working age adults continue to experience deeper than average poverty gaps.",2022-06,2023-05-16 15:56:52,2023-05-16 15:57:45,2023-05-16 15:56:52,,,,,,,Two decades of poverty reduction politics in Canada,,,,,,Ottawa,en,,Working Paper,,,ruor.uottawa.ca,,Accepted: 2022-06-29T19:35:48Z,,C:\Users\Grant\Zotero\storage\ISM5W8A3\Notten et al. - 2022 - Two decades of poverty reduction politics in Canad.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSGW98JU,preprint,2023,"Kabore, Philippe; Rivers, Nicholas; Deri Armstrong, Catherine",Natural Disasters and Economic Performance: Evidence from the Slave Lake Wildfire,,,,10.2139/ssrn.4333191,https://papers.ssrn.com/abstract=4333191,"In May 2011, the municipality of Slave Lake, Alberta was hit by a devastating wildfire; the second costliest natural disaster in Canada at the time. All residents of Slave Lake, except firefighters and the police force, were forced to evacuate to nearby municipalities for at least a month. In this study, we use longitudinal income tax data from 2004 to 2018, to examine the short, medium, and long-term effect of this wildfire on affected individuals. We find that the wildfire led to a drop in total income of 9.5% on average in the seven years following the wildfire, mainly explained by a decrease in employment income. Effects are concentrated in males, and workers in the forestry and agriculture and oil and gas sectors. Based on a back-ofthe envelope calculation, our results suggest that disruptions to the labour market imposed an aggregate cost of $140 million in the seven years following the disaster, which is equivalent to over 10% of commonly-cited economic losses associated with the fire.",2023-01-21,2023-05-16 15:56:16,2023-05-16 15:56:16,2023-05-16 15:56:16,,,,,,,Natural Disasters and Economic Performance,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,C:\Users\Grant\Zotero\storage\K3WS9JJI\Kabore et al. - 2023 - Natural Disasters and Economic Performance Eviden.pdf,,,incomes; individuals; natural disasters; Slave Lake; wilfires,,,,,,,,,,,,,,,,,,,4333191,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Q73K8PP,preprint,2022,"Mikola, Derek; Webb, Matthew D",Finish It and It's Free: An Evaluation of College Graduation Subsidies,,,,,https://carleton.ca/economics/wp-content/uploads/cewp-19-08.pdf,"Despite the rapid increase in the returns to higher education witnessed in the labor market over the past few decades, there has also been a marked increase in the share of individuals who drop out of college or university. Several Canadian provincial governments introduced graduate retention tax credits available to students after their graduation. Credit availability was tied to students successfully completing their education with the aim of increasing the local stock of human capital by discouraging cross-province migration. We analyze the e cacy of the graduate retention tax credits within a di erencein-di erence framework using con dential data from both administrative tax records and longitudinal surveys. Graduate retention credits were unable to decrease internal migration but were able to reduce the interest graduates paid on their loans.",2022-07,2023-05-16 15:54:56,2023-05-16 15:55:49,,,,,,,,,,,,,Carleton Economics Working Papers,Ottawa,en,,,,,Zotero,,,,C:\Users\Grant\Zotero\storage\U6H32IQ7\Mikola and Webb - Finish It and It's Free An Evaluation of College .pdf,,,,,,,,,,,,,,,,,,,,,,CEWP 19-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YSUBD7K,report,2022,"St-Denis, Xavier; Yang, Chih-lan Winnie",Intergenerational Transmission of Socio-Economic Status and Intragenerational Mobility Over the Early Adult Life Course of Canadian Women and Men,,,,,https://tspace.library.utoronto.ca/handle/1807/123898,"The objective of this paper is to provide evidence of the relationship between intergenerational income transmission and intragenerational economic mobility. More specifically, we aim to provide novel results on whether the rate of income growth over age is higher among children of more or less privileged social origins in Canada, and what factors may account for eventual differences. Among those factors, we examine the role of education, as well as factors related to the early adult life course, post labour market entry, including parenthood and couple status. We find that although inequalities based on parental income levels are observed in the early life course, they are exacerbated by the steeper income growth experienced by children of higher income parents between 22 and 35 years old, especially among men. While these patterns seem to be associated with differences in educational attainment, we also find an important role for labour force attachment over the early life course. We find significant gender differences in these patterns, driven in part by flatter income growth among more privileged women compared with more privileged men. This last pattern is in part driven by the negative association between parenthood and income among women, and gender differences in labour force attachment.",2022-04-19,2023-05-16 15:52:08,2023-05-16 15:54:15,2023-05-16 15:52:08,,,,,,,,,,,,University of Toronto,Toronto,en_ca,http://creativecommons.org/licenses/by-nc-nd/4.0/,Public Policy Reports,,,tspace.library.utoronto.ca,,Accepted: 2022-07-25T13:31:33Z,,C:\Users\Grant\Zotero\storage\5X6HM7E4\St-Denis and Yang - 2022 - Intergenerational Transmission of Socio-Economic S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8NYNBV53,report,2022,"Dostie, Benoit; Dufour, Genevieve",Stratégie de mise à niveau technologique des entreprises québécoises,,,,,https://www.cirano.qc.ca/fr/sommaires/2022RP-22,"Nous examinons les stratégies de mise à niveau technologiques des entreprises québécoises en comparant leur taux d’adoption des nouvelles technologies à celles des entreprises du reste du Canada à l’aide des données de l’Enquête sur l’innovation et les stratégies d’entreprise (EISE) de Statistique Canada pour les années 2009, 2012 et 2017. Pour 2017, nous constatons que le Québec se situe dans la moyenne canadienne en ce qui a trait à l’adoption des technologies de pointe, et même en avance pour ce qui est des technologies émergentes. Une analyse économétrique des déterminants de l’adoption de ces technologies permet ensuite d’identifier certains facteurs explicatifs des différences dans les taux d’adoption entre les entreprises. Nous constatons que les grandes entreprises, celles avec des activités d’exportation à l’extérieur du Canada, celles faisant face à un taux de compétition plus élevé et celles avec un plus fort pourcentage d’employés ayant un diplôme universitaire sont toutes plus enclines à adopter davantage les nouvelles technologies de pointe. Finalement, nous comparons d’autres stratégies de mise à niveau concernant l’adoption de pratiques de gestion de pointe et de stratégies d’innovation.",2022-11,2023-05-16 15:47:46,2023-05-16 15:47:46,2023-05-16 15:47:46,,,,,,,,,,,,CIRANO,,,,,,,DOI.org (Crossref),,DOI: 10.54932/ETHV2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9UKAPZF,preprint,2022,"Gagné-Dubé, Tommy; Allali, Matis; Godbout, Luc; Genest-Grégoire, Antoine",La concentration réelle de l’exonération cumulative des gains en capital au Québec: une analyse longitudinale,,,,,https://cffp.recherche.usherbrooke.ca/la-concentration-reelle-de-lexoneration-cumulative-des-gains-en-capital-au-quebec-une-analyse-longitudinale/,"Reprenant la méthodologie utilisée dans le cahier de recherche « La concentration réelle des gains en capital au Québec, une analyse longitudinale », cette étude vise à mieux cerner le portrait des contribuables qui utilisent l’exonération cumulative des gains en capital au Québec. Si les contribuables plus fortunés bénéficient de façon disproportionnée de l’exonération cumulative, la nouvelle classification utilisée dans l’étude atténue significativement cette disproportion. Les contribuables aux revenus plus élevés utilisent également plus fréquemment l’exonération cumulative des gains en capital que ceux aux revenus plus modestes.",2022-06,2023-05-16 15:39:05,2023-05-16 15:47:24,,,,,,,,,,,,,,Sherbrooke,fr,,,,,Zotero,,,,C:\Users\Grant\Zotero\storage\L8FFW9TT\Gagné-Dubé et al. - UNE ANALYSE LONGITUDINALE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK8NZFY8,preprint,2022,"Gagné-Dubé, Tommy; Allali, Matis; Godbout, Luc; Genest-Grégoire, Antoine",La concentration réelle des gains en capital au québec: une analyse longitudinale,,,,,https://cffp.recherche.usherbrooke.ca/concentration-reelle-gains-capital-quebec/,"Le traitement préférentiel accordé aux gains en capital aux fins de l’impôt des particuliers est généralement associé aux contribuables à revenus élevés. Toutefois, puisque les statistiques fiscales traditionnelles incluent les gains en capital dans le revenu total des particuliers, certains d’entre eux voient leur revenu annuel artificiellement gonflé par la réalisation ponctuelle d’un gain en capital. Les données de la banque de données administratives longitudinales de Statistique Canada a été utilisée pour mieux identifier qui bénéficie réellement du traitement préférentiel des gains en capital au Québec et pour déterminer leur fréquence de réalisation. Plus précisément, l’analyse mesure le déplacement des contribuables entre cinq tranches de revenu selon la prise en compte ou non de leurs gains en capital dans leur revenu total. Si les contribuables plus fortunés bénéficient effectivement de façon disproportionnée du traitement préférentiel accordé aux gains en capital, l’exclusion de ceux-ci du revenu total atténue significativement cette disproportion. Les contribuables aux revenus plus modestes bénéficient plus qu’on ne le croirait du traitement préférentiel des gains en capital. D’autre part, les contribuables aux revenus plus élevés réalisent des gains en capital plus fréquemment que ceux aux revenus plus modestes. Cela dit, dès que les contribuables déclarent des gains en capital, peu importe leur tranche de revenus totaux, ils ont tendance à le faire relativement fréquemment. Les contribuables déclarant des gains en capital avec régularité demeurent malgré tout une minorité, bien qu’ils réalisent une part importante de la valeur totale des gains en capital.",2022-05,2023-05-16 15:41:55,2023-05-16 15:46:51,,,,,,,,,,,,,,Sherbrooke,fr,,,,,Zotero,,,,C:\Users\Grant\Zotero\storage\UP9DMRPR\Gagné-Dubé et al. - UNE ANALYSE LONGITUDINALE.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K5ERW4TB,preprint,2022,"Duan, Yige; Moon, Terry","Tax Cuts, Firm Growth, and Worker Earnings: Evidence from Small Businesses in Canada",,,,10.2139/ssrn.4301243,https://papers.ssrn.com/abstract=4301243,"This paper assesses the effects of corporate tax reductions for small businesses on their growthand employee earnings. Following a 2014 reform in Quebec, Canada, firms that received tax cuts increase their employment, payrolls, and capital stock by 1.7 percent, 2.3 percent, and 3.2 percent, respectively, relative to unaffected firms. In turn, these firms experience 5.2 percent, 0.4 percentage points, and 890 dollars increases in their sales, profit margins, and EBITDA per worker. Furthermore, annual earnings increase by 1.3 percent for workers in treated firms relative to workers in control firms. We estimate that workers without ownership in their own firms bear about a third of corporate tax burdens, and combined workers (with or without ownership) bear about three quarters of the tax burdens. Additionally, the effects are larger for firms and workers in high-growth and high-tech industries, suggesting a cash-flow channel playing an important role behind our results. Taken together, these findings suggest that tax incentives designed for small businesses may lead to significant increases in their growth and worker earnings, and targeting a specific sector or industry when designing corporate tax cuts may be an effective way to stimulate growth and employment in the economy.",2022-12-12,2023-05-16 15:09:12,2023-05-16 15:09:12,2023-05-16 15:09:12,,,,,,,"Tax Cuts, Firm Growth, and Worker Earnings",,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,"C:\Users\Grant\Zotero\storage\82D8QGM7\Duan and Moon - 2022 - Tax Cuts, Firm Growth, and Worker Earnings Eviden.pdf",,,Business Taxes and Subsidies; Firms; Fiscal Policies and Behavior of Economic Agents; Investment Decisions; Saving and Capital Investment; Wage Level and Structure,,,,,,,,,,,,,,,,,,,4301243,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJFJD2DI,preprint,2023,"Genest-Grégoire, Antoine; Dadjo, Josh; Robson, Jennifer; Schwartz, Saul",What Proportion of Tax Returns Could the Canada Revenue Agency Complete?,,,,10.2139/ssrn.4428147,https://papers.ssrn.com/abstract=4428147,"Governments transfer resources to low-income families both directly, with social assistance payments, and indirectly, through the tax system. In Canada, several important benefits aimed at low-income families are delivered through the tax system, but only to those who file tax returns. Furthermore, the tax system is frequently used to verify eligibility for a wide range of income-tested public goods and services. As we pointed out in a previous article (Robson & Schwartz, 2020) up to 12 percent of Canadians do not complete tax returns. Those who do not file are disproportionately those with low incomes and many miss out on cash benefits and public programs for which they are eligible.One way to get those benefits to their intended recipients would be for the Canada Revenue Agency (CRA) to absorb more of the administrative burden of initiating and completing tax returns on behalf of low-income individuals and families. To do so, however, given the current Canadian tax system, might require a wider range of third-party information or a set of administrative changes. In this paper, we estimate how many families have simple returns that the CRA could readily complete with information it already collects from third parties. Our calculations are based on the family-level variables constructed by Statistics Canada for the Longitudinal Administrative Databank (LAD), a 20% sample of all tax returns.We conclude that the CRA, if so directed, could complete returns for two-thirds of the families with income from provincial social assistance programs. And we estimate that collecting third-party information from new sources or instituting alternative administrative procedures could substantially increase the number of returns that the CRA could complete. We conclude there is a reasonable pathway for the tax agency in Canada to do much more to reduce the administrative burden imposed by the current tax filing system and a strong case for it to do so.",2023-04-01,2023-05-16 15:08:44,2023-05-16 15:08:44,2023-05-16 15:08:44,,,,,,,,,,,,,"Rochester, NY",en,,SSRN Scholarly Paper,,,Social Science Research Network,,,,C:\Users\Grant\Zotero\storage\CXBI2T9I\Genest-Grégoire et al. - 2023 - What Proportion of Tax Returns Could the Canada Re.pdf,,,Canada; welfare; low-income; administrative burden; automatic-filing; tax; tax agency; transfers,,,,,,,,,,,,,,,,,,,4428147,,,,,,,,,,,,,,,,,,,,,,,,,,,
645CI2CJ,report,2022,"Kitchen, Peter; Kow, Benjamin; Williams, Allison",Caregiver Tax Credit Uptake in Canada between 1998-2015: An Analysis of the Longitudinal Administrative Databank,,,,,https://ghw.mcmaster.ca/app/uploads/2022/08/Caregiver_Tax_credit_Kitchen.pdf,"Given the high number of caregivers in Canada and the association between caregiving and financial and economic burden, this study investigates federal caregiver supports. Using annual tax data from Statistics Canada’s Longitudinal Administrative Databank (LAD), the report employs descriptive statistics to calculate the uptake of these credits between 1998 and 2015 by socio demographic subgroups of the sample tax filer population. It assesses if the rates of uptake match the profile of caregivers in Canada. On average, married, working-age, immigrant, 99th percentile earning males in large urban areas have the highest rates. We propose that caregiver-related tax policy would benefit from a campaign of better awareness among persons who are providing care to a family member or friend. Those of lower socio-economic status would benefit from such a campaign given that credits are claimed mostly by higher income tax filers.",2022-09,2023-05-16 14:58:46,2023-05-16 15:00:28,,20,,,,,,,,,,,McMaster University,Hamilton,,,Research Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVNXA3M6,thesis,2022,"Ogoe, Sally",Measuring success: predictors of successful economic integration of resettled female refugees,,,,,http://hdl.handle.net/1993/36619,"There is a growing political, academic and practical interest in refugee integration in Canada. The challenge, however, is that not much of the existing research focuses specifically on refugee women and their unique experiences beyond mental and physical health. My dissertation contributes to addressing this gap by examining their successes and challenges in the Canadian labour market. Using the 2016 version of the Longitudinal Immigration Database (IMDB), this dissertation addresses the question: What are the characteristics that predict economic success among refugee women in Canada? A secondary question asks, to what extent does arriving during an economic recession influence the income of refugee women? This dissertation uses Critical Race theory, Intersectional theory and Segmented Labour Market theory informed by a quantitative research design to address these questions. These theoretical perspectives help to understand the findings suggesting that the barriers in the Canadian labour market help to sustain existing racism, discrimination and inequality refugee women experience.    The findings indicate that the level of education at arrival for refugee women in Canada varies. Based on the sample population in my dataset and existing research, there are large numbers of refugee women with low levels of education compared to those with graduate-level education and of those with university degrees. A significant number (62%), however, have skilled and technical education and work experiences prior to their arrival to Canada. In addition, the most dominant skill level among refugee women in Canada is elemental labour followed by intermediate labour and clerical skills. Very few refugee women (mainly those aged between 35 to 49 years) arrive in Canada with managerial and professional skills. Education is an important predictor of the employment income of refugee women in Canada according to the results of the multivariate analysis. The findings in this study, not surprisingly, reveal that refugee women with university degrees earn significantly more than those with a high school diploma or less. As time in Canada and education levels increase, so does the chances of earning an income that is higher than median employment income. Arriving during a recession (2008) does not seem to have an influence on their wages in the long-term. In the short term, however, there is a decline in wages and income three and six years after arrival for groups who arrived during the latest recession.",2022-06-24,2023-05-12 20:18:52,2023-05-12 20:19:33,2023-05-12 20:18:52,,,,,,,Measuring success,,,,,University of Manitoba,Winnipeg,eng,info:eu-repo/semantics/openAccess,,,,mspace.lib.umanitoba.ca,,Accepted: 2022-07-15T18:43:23Z,,C:\Users\Grant\Zotero\storage\LJLAW2HE\Ogoe - 2022 - Measuring success predictors of successful econom.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
